group,names,scores,logfoldchanges,pvals,pvals_adj
0,ENSG00000256039,7.0567985,,2.6477898178495283e-12,2.926652788027298e-11
0,ENSG00000136490,7.0514946,,2.322683805214531e-12,2.581035800660853e-11
0,ENSG00000269893,7.024856,,2.897366458424687e-12,3.185570106141005e-11
0,ENSG00000113328,6.9497075,,4.937581010749478e-12,5.371881330019589e-11
0,ENSG00000166971,6.9387693,,5.6587490181924705e-12,6.061278587527811e-11
0,ENSG00000164346,6.8725085,,8.38810797768691e-12,8.847963643468731e-11
0,ENSG00000069667,6.7103686,,2.5363681224297263e-11,2.6352864792044856e-10
0,ENSG00000151500,6.3482027,,2.6868661067623527e-10,2.5968873348149625e-09
0,ENSG00000104998,6.3104496,,3.4706509293780005e-10,3.3388947366886507e-09
0,ENSG00000106028,6.273818,,4.237771786110655e-10,4.0210455577798815e-09
0,ENSG00000167863,6.2521734,,4.865695317099945e-10,4.595870394969857e-09
0,ENSG00000070718,6.235732,,5.837195456245924e-10,5.463825296431995e-09
0,ENSG00000167768,6.225839,,6.640674841760805e-10,6.188036915326885e-09
0,ENSG00000174946,6.2043123,,6.919875734214979e-10,6.419420435579789e-09
0,ENSG00000271938,6.148689,,9.777998304729285e-10,8.990566582844006e-09
0,ENSG00000170315,6.0720644,,1.461867653366494e-09,1.3207656450850326e-08
0,ENSG00000272501,6.046474,,1.7689933493939638e-09,1.577668746798565e-08
0,ENSG00000184752,6.021756,,2.0290944748960253e-09,1.801905264458949e-08
0,ENSG00000187601,6.0114822,,2.2705730130038062e-09,1.9908230890387802e-08
0,ENSG00000146386,6.0064673,,2.2211140348585652e-09,1.964031899760042e-08
0,ENSG00000183172,5.9997354,,2.3055864122437308e-09,2.0130288086733078e-08
0,ENSG00000182670,5.9702034,,2.8063432314655247e-09,2.4097443119774217e-08
0,ENSG00000134882,5.9537992,,3.106787587906726e-09,2.656750867353982e-08
0,ENSG00000115484,5.900315,,4.224196672890354e-09,3.568244181409007e-08
0,ENSG00000159445,5.8353505,,6.385640872854567e-09,5.3505490862063665e-08
0,ENSG00000139644,5.8325233,,6.2279374725754144e-09,5.2395360599237696e-08
0,ENSG00000100353,5.828472,,6.415374538687529e-09,5.353874815820356e-08
0,ENSG00000118971,5.821984,,6.931217312934529e-09,5.7612278305111805e-08
0,ENSG00000180376,5.7959366,,8.092447139569732e-09,6.699643488456535e-08
0,ENSG00000102409,5.7195196,,1.236494313688651e-08,9.997802271770492e-08
0,ENSG00000213930,5.708838,,1.3352200486141516e-08,1.0754214190000802e-07
0,ENSG00000096060,5.7052913,,1.3538088118211953e-08,1.0820056580632476e-07
0,ENSG00000076043,5.7049913,,1.3443157157968371e-08,1.0785668175389296e-07
0,ENSG00000065809,5.637576,,1.9504129490643717e-08,1.5352114046044562e-07
0,ENSG00000241837,5.6215553,,2.1255159518771455e-08,1.654240504869179e-07
0,ENSG00000197880,5.4999943,,4.526243417390081e-08,3.407802109179923e-07
0,ENSG00000163170,5.4956727,,4.487717010324765e-08,3.391082162710859e-07
0,ENSG00000180964,5.4326496,,6.202900278827344e-08,4.60343813550115e-07
0,ENSG00000120942,5.365401,,9.221535707843945e-08,6.723632000315691e-07
0,ENSG00000096746,5.3512535,,9.696216704691705e-08,7.045013395926352e-07
0,ENSG00000170881,5.324074,,1.125598808581766e-07,8.12150807025316e-07
0,ENSG00000108622,5.3059754,,1.236734417447932e-07,8.83138872665568e-07
0,ENSG00000235527,5.29781,,1.3549720343321093e-07,9.600458740380314e-07
0,ENSG00000106560,5.2889066,,1.3582939700056847e-07,9.600458740380314e-07
0,ENSG00000166750,5.283628,,1.411990490642133e-07,9.94615674425204e-07
0,ENSG00000164096,5.27187,,1.4792258896835798e-07,1.0384565536359726e-06
0,ENSG00000080824,5.2586603,,1.585305135915324e-07,1.1054577424268602e-06
0,ENSG00000137210,5.212702,,2.0394418995024117e-07,1.4173780157745857e-06
0,ENSG00000133935,5.20191,,2.1726974148051898e-07,1.4999552252376028e-06
0,ENSG00000152234,5.0789037,,4.107578078720298e-07,2.780308549700579e-06
0,ENSG00000138449,5.0028973,,6.255796405911275e-07,4.139982462255933e-06
0,ENSG00000166012,4.902602,,1.0202611602644063e-06,6.625320909466989e-06
0,ENSG00000090263,4.8816686,,1.1378572999291945e-06,7.275284520778049e-06
0,ENSG00000162191,4.852377,,1.3023652906689685e-06,8.301579981626125e-06
0,ENSG00000154473,4.8411055,,1.3821665456910588e-06,8.756530737640304e-06
0,ENSG00000119414,4.8259053,,1.4968142420676637e-06,9.454042538044393e-06
0,ENSG00000164323,4.7891035,,1.8174669640538433e-06,1.1390939745457777e-05
0,ENSG00000260708,4.7773914,,1.915220451639592e-06,1.1844726483652003e-05
0,ENSG00000143891,4.7600055,,2.084498976444688e-06,1.2815351695420301e-05
0,ENSG00000257103,4.719683,,2.515980042832954e-06,1.53319839560319e-05
0,ENSG00000166848,4.709697,,2.6392640970326815e-06,1.6036230390742434e-05
0,ENSG00000172349,4.707814,,2.6643810438819983e-06,1.6094720375543e-05
0,ENSG00000183691,4.697391,,2.9390665188762342e-06,1.7702551380361783e-05
0,ENSG00000135624,4.667215,,3.2399900492002887e-06,1.940259170673833e-05
0,ENSG00000166669,4.6513824,,3.525305587067704e-06,2.0811321050928096e-05
0,ENSG00000115524,4.6452594,,3.609882450223253e-06,2.125024286562017e-05
0,ENSG00000168101,4.636139,,3.7841700128358053e-06,2.221329177026216e-05
0,ENSG00000055044,4.6229706,,4.022914677796101e-06,2.354821605763464e-05
0,ENSG00000139626,4.5825033,,4.869304414065211e-06,2.8342897961981814e-05
0,ENSG00000146457,4.5812297,,4.889156638122516e-06,2.8378959480498848e-05
0,ENSG00000236618,4.5550194,,5.576020059136487e-06,3.227568156792652e-05
0,ENSG00000173575,4.5426435,,5.873921902583769e-06,3.3905582537691867e-05
0,ENSG00000128789,4.5343237,,6.096071313713869e-06,3.4993470137838174e-05
0,ENSG00000087302,4.515149,,6.65371552996129e-06,3.798467272324055e-05
0,ENSG00000197989,4.4983397,,7.2728893487804555e-06,4.140565497744051e-05
0,ENSG00000134324,4.4619675,,8.60925843262115e-06,4.887988804094741e-05
0,ENSG00000112081,4.4212327,,1.0274906710020954e-05,5.7706097684928485e-05
0,ENSG00000120699,4.407985,,1.1001759010135544e-05,6.143251551120794e-05
0,ENSG00000114857,4.406942,,1.1027106970972361e-05,6.143251551120794e-05
0,ENSG00000110619,4.38558,,1.2207953272770166e-05,6.764833840217708e-05
0,ENSG00000173933,4.3689446,,1.308478202935937e-05,7.207430332851208e-05
0,ENSG00000184990,4.3682485,,1.31107250520585e-05,7.207430332851208e-05
0,ENSG00000184575,4.358068,,1.390018856414216e-05,7.621264336751295e-05
0,ENSG00000115085,4.3113556,,1.694978598239467e-05,9.124781158397959e-05
0,ENSG00000179041,4.267983,,2.067454817337654e-05,0.00011015823360070884
0,ENSG00000035928,4.26187,,2.1252939688429824e-05,0.00011295040581216669
0,ENSG00000170222,4.252751,,2.2156594140627152e-05,0.00011745255771485516
0,ENSG00000176903,4.2518783,,2.2313238152771996e-05,0.00011798195644137458
0,ENSG00000023892,4.236718,,2.363695171926132e-05,0.00012466392302696707
0,ENSG00000148290,4.211402,,2.64623187908249e-05,0.00013921189480337759
0,ENSG00000109180,4.1842494,,2.9754664815917896e-05,0.00015535224494341054
0,ENSG00000189067,4.1760907,,3.0754654652031766e-05,0.00016017085806246118
0,ENSG00000103423,4.141485,,3.6084989337569735e-05,0.00018746151960867479
0,ENSG00000133104,4.1375813,,3.671075725294637e-05,0.00019023679194918344
0,ENSG00000171488,4.1236987,,3.9074259092377245e-05,0.00020198087162676595
0,ENSG00000128915,4.100779,,4.3074185804978684e-05,0.00022100779778455728
0,ENSG00000165949,4.0858793,,4.588490573635826e-05,0.00023484934512352823
0,ENSG00000168522,4.0754642,,4.75925096975329e-05,0.00024299074975791981
0,ENSG00000163634,4.0582767,,5.1197442441668424e-05,0.0002601180571975232
0,ENSG00000166136,4.0378017,,5.572493217808306e-05,0.0002824302660147722
0,ENSG00000145675,4.029854,,5.7964901873340795e-05,0.00029235695653592763
0,ENSG00000179862,4.0132113,,6.248751841715389e-05,0.0003128893090863754
0,ENSG00000105258,3.993567,,6.734019180902342e-05,0.00033476774779701114
0,ENSG00000005955,3.98157,,7.072575017574123e-05,0.00034992406872664346
0,ENSG00000090104,3.981425,,7.097190762679751e-05,0.0003503078956021027
0,ENSG00000131051,3.968521,,7.455854291907119e-05,0.0003671389862223458
0,ENSG00000166181,3.9390707,,8.472651238237412e-05,0.00041523984134569204
0,ENSG00000134440,3.8957675,,0.00010100641970010228,0.0004938619767925001
0,ENSG00000086189,3.870152,,0.0001121483945071564,0.000545771343760822
0,ENSG00000102317,3.8667626,,0.00011330998943605647,0.0005501358832900125
0,ENSG00000164172,3.8618724,,0.00011638376062562978,0.0005624312897210668
0,ENSG00000182108,3.7531507,,0.00017946511540096373,0.0008475647950072787
0,ENSG00000119688,3.7390637,,0.0001903884072733391,0.0008930634544334055
0,ENSG00000186470,3.7315168,,0.00019510479219794533,0.0009090308479536557
0,ENSG00000136878,3.6921365,,0.0002291804960169232,0.001055958028211012
0,ENSG00000057757,3.6813273,,0.00023781589416251996,0.0010909082297344734
0,ENSG00000165060,3.6241221,,0.00029737048793289296,0.0013433388563577208
0,ENSG00000078403,3.6229804,,0.00029891755486257694,0.001347398436018297
0,ENSG00000170571,3.6160758,,0.00030607476338244795,0.001376673935733175
0,ENSG00000125246,3.6084652,,0.00031782795995363803,0.001423376079275129
0,ENSG00000233016,3.5940833,,0.00033225500038502534,0.0014784280316918258
0,ENSG00000138398,3.5912347,,0.0003366080240452461,0.0014945971665940628
0,ENSG00000198589,3.5825193,,0.0003485759349505445,0.0015444366584802377
0,ENSG00000198492,3.556584,,0.00038390149768063826,0.0016794680256428764
0,ENSG00000122085,3.5534537,,0.0003883620153403758,0.0016954123274733213
0,ENSG00000070761,3.54712,,0.0003981643981381884,0.0017345610468158395
0,ENSG00000111671,3.5276513,,0.000428805291262156,0.001856369573422417
0,ENSG00000011523,3.5161505,,0.00044962332269571186,0.0019424475354712872
0,ENSG00000134744,3.4858108,,0.0005015730488341136,0.0021548372945314003
0,ENSG00000167985,3.4849923,,0.0005018966557041375,0.0021548372945314003
0,ENSG00000165525,3.483372,,0.0005053525723530238,0.002165201330617698
0,ENSG00000077549,3.4750345,,0.0005203763214380949,0.0022158647457958223
0,ENSG00000273344,3.4634137,,0.0005451823826904261,0.002316746403334776
0,ENSG00000225921,3.4617195,,0.0005471241880213931,0.0023202531892009283
0,ENSG00000169740,3.456645,,0.0005575567541877365,0.0023596801124279357
0,ENSG00000162961,3.4526699,,0.0005657314793400415,0.0023894105977004193
0,ENSG00000065427,3.4457703,,0.0005801784841201005,0.0024454581947293487
0,ENSG00000214113,3.4115477,,0.0006581053350505892,0.002757142915796622
0,ENSG00000172175,3.4103422,,0.0006626697479870175,0.0027706795499336466
0,ENSG00000160310,3.3922074,,0.0007055028934611265,0.0029416655390161308
0,ENSG00000117228,3.390409,,0.0007110393910377178,0.0029433064832198757
0,ENSG00000102931,3.382687,,0.000730743768520014,0.003013098905452737
0,ENSG00000171867,3.3826199,,0.0007307997345275166,0.003013098905452737
0,ENSG00000198856,3.3801875,,0.000737018649597336,0.003032722284877751
0,ENSG00000185905,3.3601956,,0.0007934667772628314,0.0032469998798454235
0,ENSG00000243279,3.3511736,,0.0008195156470987558,0.003345684704658575
0,ENSG00000065548,3.3496764,,0.0008224819265097493,0.0033512106731122724
0,ENSG00000138777,3.3284025,,0.0008895702977121416,0.003617469821224717
0,ENSG00000116478,3.32628,,0.0008949309798822381,0.003632161281631427
0,ENSG00000125352,3.3139389,,0.0009349915784611604,0.00378735380125203
0,ENSG00000078140,3.2858253,,0.001035138735969764,0.004168640103382111
0,ENSG00000140386,3.2611835,,0.0011306297667981993,0.004492253643224968
0,ENSG00000116649,3.2500923,,0.001171638107724824,0.004628638760175255
0,ENSG00000022267,3.2399225,,0.0012146556865443208,0.00478947726117476
0,ENSG00000111711,3.2350225,,0.0012363412888101509,0.004856554249806226
0,ENSG00000118705,3.2325563,,0.0012447046640583922,0.004880181682855356
0,ENSG00000135108,3.2269208,,0.001272423593463619,0.004979465587980038
0,ENSG00000138750,3.2179112,,0.0013125132624329193,0.005126696540104523
0,ENSG00000223797,3.2137008,,0.0013369251610689094,0.005212252316512559
0,ENSG00000170854,3.2063248,,0.0013662419821658198,0.005306637082131914
0,ENSG00000165898,3.1902444,,0.001442129046873932,0.005590940595903042
0,ENSG00000169288,3.177802,,0.0015073175286270273,0.005832785520459894
0,ENSG00000184428,3.170779,,0.0015453110015428303,0.00596869193532714
0,ENSG00000166133,3.1695497,,0.0015502601602822973,0.005976698725541027
0,ENSG00000174780,3.1640735,,0.001577408927213949,0.006070103242130715
0,ENSG00000122557,3.1627681,,0.0015853805688279133,0.0060895024436680295
0,ENSG00000100731,3.1513474,,0.0016500136550345258,0.006302809513164972
0,ENSG00000143727,3.147973,,0.0016656655299765101,0.0063367864665231
0,ENSG00000173141,3.1476116,,0.0016680568802637803,0.0063367864665231
0,ENSG00000179918,3.1379557,,0.0017258405515155628,0.006539726174733342
0,ENSG00000120438,3.1374118,,0.0017277717372129954,0.006539726174733342
0,ENSG00000165434,3.1356776,,0.0017459779938953615,0.006596622311481021
0,ENSG00000099783,3.1237557,,0.0018081797561123895,0.006819233272598086
0,ENSG00000124120,3.1205099,,0.0018349987445755375,0.006907839476862259
0,ENSG00000166913,3.1024282,,0.0019429950545310224,0.007274853555523359
0,ENSG00000131437,3.0984354,,0.001975280000749172,0.007369177453423301
0,ENSG00000198270,3.0962267,,0.0019896460717427292,0.0074094704965616326
0,ENSG00000138138,3.094554,,0.0019979956186467578,0.007427253838189557
0,ENSG00000065154,3.083786,,0.002073669718816523,0.0076674122343429445
0,ENSG00000168395,3.0815785,,0.002089559813812327,0.007712442794142123
0,ENSG00000166435,3.080047,,0.002096254148914066,0.007723432839438704
0,ENSG00000151131,3.0781121,,0.002114787508080673,0.007764184526133637
0,ENSG00000033867,3.0774667,,0.0021187395789955196,0.007764975035542663
0,ENSG00000055483,3.075804,,0.002130373091391333,0.007780167458543392
0,ENSG00000143851,3.0751028,,0.002130293513575458,0.007780167458543392
0,ENSG00000125652,3.072533,,0.0021484482237152194,0.007832412998035485
0,ENSG00000135521,3.071938,,0.0021570737744593138,0.00785008634558048
0,ENSG00000139372,3.0627367,,0.0022241585545255582,0.008080072511021172
0,ENSG00000113971,3.0598714,,0.0022456552270130117,0.00814392942710827
0,ENSG00000225643,3.0548666,,0.0022902631233064096,0.008291231307022159
0,ENSG00000124596,3.0291681,,0.0024830860270439233,0.008911662805176638
0,ENSG00000179262,3.0290284,,0.002482007153281818,0.008911662805176638
0,ENSG00000183918,3.0204046,,0.0025522251104238823,0.009144006516311773
0,ENSG00000164031,3.009102,,0.002652859536997835,0.009455646857429676
0,ENSG00000075089,2.9931417,,0.002794406187827047,0.009926112920178809
0,ENSG00000119772,2.9804688,,0.00292098896486518,0.010322814743180007
0,ENSG00000158417,2.9803388,,0.002910591410873387,0.010303592762853319
0,ENSG00000163348,2.978916,,0.002934088186423242,0.010351502973493203
0,ENSG00000124222,2.9742362,,0.0029734187324857698,0.010454761634696158
0,ENSG00000124383,2.9708254,,0.003004562533457007,0.010546420514398075
0,ENSG00000123545,2.969841,,0.0030126906508266917,0.01055711833460011
0,ENSG00000117906,2.9682798,,0.003026375967149182,0.010587220975986533
0,ENSG00000141994,2.9652975,,0.0030579592354553664,0.010679729901304624
0,ENSG00000138430,2.9584112,,0.003126525819385947,0.010864415807163876
0,ENSG00000148660,2.9569368,,0.0031438613022543157,0.010906417005149362
0,ENSG00000111667,2.9458082,,0.003261265755136364,0.011276056970338377
0,ENSG00000085117,2.939414,,0.0033231689322174283,0.01147100505174056
0,ENSG00000100532,2.936477,,0.0033570871422319093,0.011568867465270163
0,ENSG00000150316,2.925217,,0.003477625369905957,0.011944637220933188
0,ENSG00000154016,2.9158134,,0.0035877967244120667,0.012262239462710978
0,ENSG00000133706,2.9080164,,0.003678612739801856,0.012551982386384658
0,ENSG00000133142,2.9042742,,0.0037219866369073407,0.01265840954417914
0,ENSG00000240857,2.8974295,,0.0038020922121139653,0.012901189585716457
0,ENSG00000106608,2.8936765,,0.003851730416634352,0.013035660921443294
0,ENSG00000138663,2.8852777,,0.0039497712468952,0.013345731139915813
0,ENSG00000147140,2.8798254,,0.004016936716620186,0.013514341134572427
0,ENSG00000113369,2.877548,,0.004049277875497315,0.013593537035999062
0,ENSG00000167775,2.8764439,,0.0040622747130603255,0.013615172344740897
0,ENSG00000128050,2.8754873,,0.004079172250553358,0.013649790558212364
0,ENSG00000170759,2.8583097,,0.004299852716426314,0.014365102805038393
0,ENSG00000239900,2.8511364,,0.004398530797645239,0.01462423519601089
0,ENSG00000168374,2.8429828,,0.0045097406276323766,0.014970033585016099
0,ENSG00000153551,2.8361585,,0.0046080338844305384,0.015271920912036139
0,ENSG00000168214,2.8088439,,0.00501819341958745,0.016499692920732154
0,ENSG00000273319,2.7997499,,0.005169873977298063,0.016971561018681476
0,ENSG00000103024,2.7837818,,0.005418662120741626,0.017760220641799843
0,ENSG00000035681,2.781034,,0.005471068219975908,0.017875597108663422
0,ENSG00000213465,2.780962,,0.00546636903435482,0.017875597108663422
0,ENSG00000127415,2.778245,,0.005544595813361214,0.018059044044145146
0,ENSG00000169220,2.7781763,,0.005515050413950695,0.01799101218240117
0,ENSG00000145348,2.7751417,,0.005584440956183824,0.018160357287871656
0,ENSG00000189227,2.7577963,,0.0058709546799498805,0.019002872001457713
0,ENSG00000141560,2.7515886,,0.005985322566704468,0.019314761056217707
0,ENSG00000101558,2.7511299,,0.005985902848991436,0.019314761056217707
0,ENSG00000123106,2.7466018,,0.0060698415824581966,0.01955524156333044
0,ENSG00000155307,2.7441947,,0.006116813771744406,0.01967606659084346
0,ENSG00000159733,2.7431142,,0.006145536709856165,0.019707446424507887
0,ENSG00000151502,2.7413151,,0.006170695674182814,0.019757635764178563
0,ENSG00000188171,2.7358503,,0.006280793940836855,0.020079215090859977
0,ENSG00000107816,2.728949,,0.006445230580080207,0.020573255215678446
0,ENSG00000198692,2.7178192,,0.006620798397411186,0.02106894191396699
0,ENSG00000189042,2.7175043,,0.006637028695712358,0.021088296069862813
0,ENSG00000257621,2.7155201,,0.006670574256625405,0.021130264184859134
0,ENSG00000078668,2.6979644,,0.007028926115515294,0.022130467375819366
0,ENSG00000077454,2.6866252,,0.007272694023060541,0.022828788791419644
0,ENSG00000159658,2.679387,,0.007435579563791162,0.023253880485387356
0,ENSG00000113712,2.678828,,0.007441689375737532,0.023253880485387356
0,ENSG00000105393,2.6734402,,0.007566678947638697,0.0235735515040378
0,ENSG00000103051,2.6707454,,0.007629559948466346,0.023733870618133337
0,ENSG00000007350,2.6643775,,0.007786881807847733,0.024114963333394322
0,ENSG00000185880,2.662566,,0.007812137027619699,0.0241571737252883
0,ENSG00000084072,2.637358,,0.008415594772268812,0.025907564350777172
0,ENSG00000108064,2.6330523,,0.008528834585357789,0.026217334716528828
0,ENSG00000160948,2.6316788,,0.008553572126740138,0.026254538965090113
0,ENSG00000094916,2.6295536,,0.008619915473692967,0.026380242053511024
0,ENSG00000129084,2.6054103,,0.009237020554636826,0.028021209799321642
0,ENSG00000135905,2.5994246,,0.00940626808981519,0.02839162475095044
0,ENSG00000182944,2.5988884,,0.009413777407798293,0.02839162475095044
0,ENSG00000137947,2.5949888,,0.009522647902603076,0.028672717887337953
0,ENSG00000160221,2.5941215,,0.009550891177890592,0.028680277265399783
0,ENSG00000112118,2.590201,,0.009659948133409688,0.028924167465742553
0,ENSG00000129055,2.590167,,0.009655763617154993,0.028924167465742553
0,ENSG00000115942,2.5813088,,0.00992738984465304,0.02959611955210991
0,ENSG00000105618,2.5801406,,0.009941333709034031,0.02959611955210991
0,ENSG00000147010,2.5795248,,0.009957495242079646,0.029601824196053658
0,ENSG00000173611,2.5729442,,0.010166187104290238,0.03016920531632892
0,ENSG00000058729,2.572023,,0.010177388318934827,0.03016920531632892
0,ENSG00000143740,2.5662293,,0.010349921920215359,0.030636948362118967
0,ENSG00000114439,2.5617013,,0.010480774433751717,0.030936149535988736
0,ENSG00000127993,2.5579824,,0.010604306610936958,0.03121210925995326
0,ENSG00000124532,2.5530462,,0.010749162595496166,0.031593719764414475
0,ENSG00000108292,2.5490534,,0.010872826708101043,0.031867043581712225
0,ENSG00000068831,2.5357938,,0.011285373873179176,0.03289061277484758
0,ENSG00000151465,2.5286465,,0.011519849929562951,0.03352695819836388
0,ENSG00000130935,2.5258267,,0.011614342464347924,0.033660535064037635
0,ENSG00000111445,2.518305,,0.011875650085705037,0.034226908291393986
0,ENSG00000158604,2.5143192,,0.011995466243579419,0.03452434744343218
0,ENSG00000103018,2.5138335,,0.012014796154279955,0.03453215270898167
0,ENSG00000157350,2.5136445,,0.01203407498340341,0.034539789800431334
0,ENSG00000205744,2.5013947,,0.012450779010509857,0.03558833395301167
0,ENSG00000111361,2.4924164,,0.01276523598389768,0.0363870512682296
0,ENSG00000132623,2.4917212,,0.012835496459498993,0.03648722522960179
0,ENSG00000076053,2.4913094,,0.012806728063102497,0.036455316322091764
0,ENSG00000109920,2.4874172,,0.012945702160324386,0.036750230996112125
0,ENSG00000153015,2.4815605,,0.013156170414759997,0.037296755964353716
0,ENSG00000031698,2.4790132,,0.013251485203894872,0.03746474320230414
0,ENSG00000177570,2.472087,,0.013573523505505962,0.03816749911291122
0,ENSG00000135829,2.470879,,0.013557963419109063,0.03816749911291122
0,ENSG00000006837,2.467671,,0.013685423650281432,0.038430149115249744
0,ENSG00000165632,2.4606833,,0.013946197394040512,0.039056870869024506
0,ENSG00000134884,2.4580576,,0.014042594620481541,0.03927390527773976
0,ENSG00000205664,2.4540834,,0.01422651773298919,0.03962828934202618
0,ENSG00000178096,2.4350498,,0.014975271458997495,0.041658117927438815
0,ENSG00000136929,2.4218178,,0.01556233367342997,0.04317560664003668
0,ENSG00000182500,2.4120219,,0.01594845092986239,0.04407032052161443
0,ENSG00000233184,2.4045014,,0.01629202654266466,0.044959935133674855
0,ENSG00000100815,2.4032986,,0.016340338424719457,0.045033452581653886
0,ENSG00000156232,2.3813636,,0.017335379713837057,0.04739857769125448
0,ENSG00000103978,2.3782,,0.017482572910139042,0.0477382214287371
0,ENSG00000187688,2.3766701,,0.017562195376818534,0.047859079258198836
0,ENSG00000170473,2.3548396,,0.01861881399608992,0.050443149261896816
0,ENSG00000101695,2.3531692,,0.01870283925192548,0.05060481766341295
0,ENSG00000100442,2.3451138,,0.019113137267259578,0.05158064836540962
0,ENSG00000113312,2.343976,,0.019169467980679374,0.0516655699920256
0,ENSG00000145817,2.333821,,0.01969753588226525,0.05281481233980282
0,ENSG00000170291,2.3132815,,0.020803433804089694,0.05556495558470229
0,ENSG00000182150,2.3039708,,0.021340639203659407,0.056853651622056724
0,ENSG00000095066,2.297907,,0.021664430371167203,0.05753576067542987
0,ENSG00000107679,2.297594,,0.0216797404277486,0.05753576067542987
0,ENSG00000146223,2.2890267,,0.022170038966365258,0.058612393094283725
0,ENSG00000179134,2.2741303,,0.023063559271757423,0.060819893612578585
0,ENSG00000078081,2.2698653,,0.023329973374363707,0.06144446726480074
0,ENSG00000185418,2.2682478,,0.02341242530964405,0.061583569358785235
0,ENSG00000165704,2.262447,,0.023768336580923057,0.06244071228212151
0,ENSG00000136518,2.2606277,,0.02388981918042814,0.06268061143551727
0,ENSG00000140688,2.2588205,,0.02402124896414599,0.06294597143442039
0,ENSG00000164332,2.2552502,,0.024218983768807188,0.06338419177781025
